"Player","Team","Position","Rk","Status","Age","Opponent","Salary","Score","GS","W","L-QS","IP","H","BB","K","SVH3","ERA","WHIP","GP"
"Tyler Cravy","MIL","RP","1451","FA","31","MIL 3<br/>@COL 4 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brooks Crawford","SF","RP","1452","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Evan Crawford","CHW","RP","1453","FA","34","DET 3<br/>@CHW 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jonathan Crawford","CIN","SP,RP","1454","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kutter Crawford","BOS","SP","1455","FA","24","BAL 4<br/>@BOS 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Leonardo Crawford","MIL","SP","1456","FA","24","MIL 3<br/>@COL 4 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jason Creasy","ATL","SP,RP","1457","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Marcus Crescentini","MIA","RP","1458","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Matthew Crim","ATL","SP","1459","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Nabil Crismatt","SD","SP","1460","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Cooper Criswell","LAA","SP,RP","1461","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kyle Crockett","OAK","RP","1462","FA","29","OAK 1<br/>@SEA 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Matt Cronin","WSH","SP,RP","1463","FA","23","CLE 2<br/>@WSH 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Casey Crosby","MIN","SP","1464","FA","32","MIN 4<br/>@KC 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Carson Cross","STL","SP,RP","1465","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Logan Crouse","LAD","RP","1466","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Aaron Crow","CHC","RP","1467","FA","34","CHC 0<br/>@STL 9 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Coleman Crow","LAA","RP","1468","FA","20","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Wil Crowe","WSH","SP","1469","FA","26","CLE 2<br/>@WSH 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ryan Crowley","LAA","SP,RP","1470","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Matt Crownover","WSH","SP,RP","1471","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Cristopher Cruz","PIT","SP","1472","FA","18","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Israel Cruz","SF","SP","1473","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jesus Cruz","STL","RP","1474","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Joseph Cruz","TB","SP","1475","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Luis Cruz","HOU","SP,RP","1476","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Omar Cruz","PIT","SP","1477","FA","22","CIN 3<br/>@PIT 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Rhiner Cruz","TOR","RP","1478","FA","34","TB 3<br/>@TOR 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Yovanny Cruz","CHC","SP","1479","FA","21","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Angel Cuan","NYM","SP","1480","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Angel Cuenca","STL","RP","1481","FA","19","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Michael Cuevas","WSH","SP,RP","1482","FA","19","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"William Cuevas","BOS","RP","1483","FA","30","BAL 4<br/>@BOS 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Peyton Culbertson","MIA","SP,RP","1484","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brandon Culbreth","HOU","SP,RP","1485","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ty Culbreth","COL","SP,RP","1486","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Trey Cumbie","TB","SP,RP","1487","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brandon Cumpton","(N/A)","SP,RP","1488","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brandon Cunniff","MIA","RP","1489","FA","32","MIA 4<br/>@PHI 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Alex Cunningham","SD","SP,RP","1490","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Connor Curlis","CIN","SP,RP","1491","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Xzavion Curry","CLE","SP,RP","1492","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"John Curtis","ATL","SP,RP","1493","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Keegan Curtis","NYY","SP,RP","1494","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Zac Curtis","TEX","RP","1495","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Matt Custred","ATL","RP","1496","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Andro Cutura","MIN","SP,RP","1497","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tyler Cyr","SF","SP,RP","1498","FA","27","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"R.J. Dabovich","SF","SP,RP","1499","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jake Dahlberg","STL","SP,RP","1500","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jacob Dahlstrand","BOS","SP,RP","1501","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Barrett Dail","CHC","SP,RP","1502","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Dan Dallas","SD","SP,RP","1503","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Andrew Dalquist","CHW","SP,RP","1504","FA","20","DET 3<br/>@CHW 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Matthew Daly","TOR","SP,RP","1505","FA","34","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ty Damron","OAK","SP,RP","1506","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Davis Daniel","LAA","SP,RP","1507","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brett Daniels","HOU","SP,RP","1508","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Zach Daniels","ATL","SP,RP","1509","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tyler Danish","SEA","RP","1510","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"John Danks","(N/A)","SP","1511","FA","35","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Logan Darnell","(N/A)","RP","1512","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Rudy Dale Darrow","ATL","SP","1513","FA","37","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jack Dashwood","LAA","SP,RP","1514","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kyle Davies","(N/A)","SP,RP","1515","FA","37","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Garrett Davila","KC","SP,RP","1516","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Andre Davis","KC","SP,RP","1517","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Colby Davis","NYY","SP,RP","1518","FA","21","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Colton Davis","MIN","SP,RP","1519","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Erik Davis","(N/A)","RP","1520","FA","34","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Noah Davis","CIN","SP,RP","1521","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tyler Davis","TEX","SP,RP","1522","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Weston Davis","WSH","SP,RP","1523","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Zach Davis","HOU","SP,RP","1524","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Shane Dawson","TOR","SP,RP","1525","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Chandler Day","WSH","SP,RP","1526","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tyler Day","TB","SP,RP","1527","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Patrick Dayton","STL","SP,RP","1528","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tom de Blok","DET","SP","1529","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Justin De Fratus","LAD","RP","1530","FA","33","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brett de Geus","TEX","RP","1531","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Adrian De Horta","TB","SP,RP","1532","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Miguel De Jesus","MIN","SP","1533","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Noel De Jesus","STL","SP","1534","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Frankie De La Cruz","CHC","RP","1535","FA","36","CHC 0<br/>@STL 9 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jasseel De La Cruz","ATL","SP,RP","1536","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Joel De La Cruz","(N/A)","SP","1537","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kelvin De La Cruz","CLE","SP","1538","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Oscar De La Cruz","CHC","SP","1539","FA","25","CHC 0<br/>@STL 9 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Edgar De La Rosa","DET","SP","1540","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Eury De La Rosa","HOU","RP","1541","FA","30","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jorge De La Rosa","COL","SP,RP","1542","FA","39","MIL 3<br/>@COL 4 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Luis De La Rosa","KC","SP","1543","FA","18","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Rubby De La Rosa","ARI","SP","1544","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Simon De la Rosa","NYY","SP","1545","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jose De La Torre","CIN","RP","1546","FA","35","CIN 3<br/>@PIT 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jorge De Leon","MIA","RP","1547","FA","33","MIA 4<br/>@PHI 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Victor De Leon","STL","SP","1548","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Abel De los Santos","LAA","RP","1549","FA","28","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Fautino De Los Santos","SD","RP","1550","FA","35","SD 0<br/>@ARI 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jose De Paula","LAD","SP,RP","1551","FA","32","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jose Rafael De Paula","SD","SP","1552","FA","29","SD 0<br/>@ARI 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Juan De Paula","SF","SP","1553","FA","23","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Cole De Vries","MIN","SP","1554","FA","36","MIN 4<br/>@KC 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Hayden Deal","ATL","RP","1555","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Levi Dean","SEA","SP,RP","1556","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Pat Dean","MIN/COL","SP,RP","1557","FA","31","MIL 3<br/>@COL 4 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Travis Dean","NYY","SP,RP","1558","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ryan Dease","TEX","SP,RP","1559","FA","21","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Cody Deason","HOU","SP,RP","1560","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Austin DeCarr","NYY","SP,RP","1561","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ethan DeCaster","DET","SP,RP","1562","FA","26","DET 3<br/>@CHW 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Samuel Deduno","(N/A)","RP","1563","FA","37","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Dean Deetz","HOU","RP","1564","FA","27","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jeff Degano","NYY","SP,RP","1565","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Josh DeGraaf","TOR","RP","1566","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Emmanuel DeJesus","BOS","SP","1567","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Luis DeJesus","CLE","SP,RP","1568","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Fineas Del Bonta-Smith","COL","SP,RP","1569","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Eduardo Del Rosario","MIN","SP","1570","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Yefri Del Rosario","KC","SP","1571","FA","21","MIN 4<br/>@KC 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Yeyfrey Del Rosario","TOR","SP","1572","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Sam Delaplane","SEA","SP,RP","1573","FA","25","OAK 1<br/>@SEA 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Dimaster Delgado","ATL","SP","1574","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Randall Delgado","CHW/NYY","RP","1575","FA","31","NYY 1<br/>@TEX 6 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Perry DellaValle","STL","SP","1576","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tyler DeLoach","LAA","SP","1577","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jordan DeLorenzo","STL","SP,RP","1578","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Sam Demel","LAD","RP","1579","FA","35","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Joe DeMers","OAK","SP,RP","1580","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Paul Demny","WSH","SP","1581","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Mason Denaburg","WSH","SP","1582","FA","21","CLE 2<br/>@WSH 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Joey Denato","PHI","SP,RP","1583","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ryan Dennick","LAD","RP","1584","FA","34","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brad Deppermann","CHC","SP,RP","1585","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Bowdien Derby","MIL","SP,RP","1586","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Matt Dermody","TOR","RP","1587","FA","30","TB 3<br/>@TOR 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Matthew Derosier","WSH","SP,RP","1588","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jorge Despaigne","ARI","SP","1589","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Reid Detmers","LAA","SP","1590","FA","21","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jared Dettmann","ATL","SP,RP","1591","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ricky DeVito","ATL","SP,RP","1592","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Scott Diamond","TOR","SP","1593","FA","34","TB 3<br/>@TOR 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Alexis Diaz","CIN","SP,RP","1594","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Carlos Diaz","NYY","SP","1595","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Christian Josue Diaz","ATL","SP","1596","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Dayan Diaz","(N/A)","RP","1597","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Deivi Diaz","NYY","RP","1598","FA","21","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Donny Diaz","BOS","SP,RP","1599","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jhonathan Diaz","BOS","SP","1600","FA","24","BAL 4<br/>@BOS 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jumbo Diaz","(N/A)","RP","1601","FA","36","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Luis Diaz","LAA","SP","1602","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Malcolm Diaz","SD","SP,RP","1603","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Miller Diaz","ARI","RP","1604","FA","28","SD 0<br/>@ARI 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Oneiver Diaz","STL","SP","1605","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Victor Diaz","CHW","RP","1606","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tony Dibrell","NYM","SP,RP","1607","FA","25","ATL 6<br/>@NYM 7 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Dale Dickerson","CLE","SP,RP","1608","FA","34","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kevin Dickey","HOU","RP","1609","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"R.A. Dickey","(N/A)","SP","1610","FA","46","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Robbie Dickey","WSH","SP,RP","1611","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brandon Dickson","(N/A)","SP,RP","1612","FA","36","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Cody Dickson","PIT","SP,RP","1613","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jose Dicochea","OAK","SP,RP","1614","FA","19","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brian Diemer","LAA","SP,RP","1615","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Matthias Dietz","BAL","SP","1616","FA","25","BAL 4<br/>@BOS 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tim Dillard","TEX","RP","1617","FA","37","NYY 1<br/>@TEX 6 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Trey Dillard","LAD","SP,RP","1618","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Justin Dillon","TOR","SP,RP","1619","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Marcos Diplan","MIL/MIN/DET","SP","1620","FA","24","DET 3<br/>@CHW 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Caleb Dirks","ATL","SP,RP","1621","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Matt Ditman","KC","SP,RP","1622","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Bryan Dobzanski","WSH","SP","1623","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Zackry Dodson","PIT","SP","1624","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kyle Dohy","PHI","RP","1625","FA","24","MIA 4<br/>@PHI 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Rafael Dolis","TOR","RP","1626","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jose Dominguez","SF","RP","1627","FA","30","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Michael Dominguez","TOR","SP,RP","1628","FA","20","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ronald Dominguez","SEA","RP","1629","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tucker Donahue","TOR","SP,RP","1630","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Justin Donatella","ARI","SP,RP","1631","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Chad Donato","HOU","SP,RP","1632","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Joey Donofrio","STL","RP","1633","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ryan Doolittle","OAK","RP","1634","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Danny Dopico","CHW","SP,RP","1635","FA","27","DET 3<br/>@CHW 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Thomas Dorminy","SD","SP,RP","1636","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Destin Dotson","TEX","SP,RP","1637","FA","21","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Felix Doubront","(N/A)","SP","1638","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Camilo Doval","SF","RP","1639","FA","23","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Darin Downs","(N/A)","RP","1640","FA","36","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
